referencia;titulo_anuncio;estado_casa;ubicacion;año_construccion;nro_habitaciones;nro_baño;m2_terreno;nro_plantas;m2_edificados;nro_garajes;precio_venta
6F4B9;EN VENTA O PERMUTA POR VEHICULO O TERRENO. CASA AV. CIVICA DON BOSCO REF. 680805;A estrenar;Casa de 3 plantas muy céntrico y estratégico en plena Avenida Integración, Av. Cívica, Av. La Paz, Av. Arica, Av. Panorámica, una de las avenidas comunica 6 de marzo y autopista ceja, a unos pasos de Ciudad Satélite Nuevo Complejo Deportivo y frente Insti, Ciudad Satélite, El alto;2017;5;2;240 m2;3;495 m2;3;U$S 19.800
M883DA;Bella Casa en Venta - Parque Floresta;Excelente estado;Condominio PARQUEO FLORESTA, Doble via la guardia, Santa Cruz;2015;3;3;410 m2;1;187 m2;2;Consultar
JA0794;Colinas del Urubo sector 2;Excelente estado;Colinas del Urubo sector 2, Urubó, Santa Cruz;2016;4;3;1.507 m2;2;501 m2;3;U$S 790.000
N5BB57;CASA EN VENTA A ESTRENAR ZONA ESTE Av. Paragua, entre 3er. y 4to. anillo;A estrenar;AVENIDA PARAGUA ENTRE 3ER y 4TO ANILLO, Este, Santa Cruz;2022;3;3;156 m2;2;153 m2;2;U$S 172.000
O70239;Casa Barrio Guapuru I;Buen estado;Este, Santa Cruz;2014;3;2;336 m2;1;105 m2;3;U$S 75.000
ICE5D4;Casa en venta a estrenar;A estrenar;Urbanización Akualand, Norte, Santa Cruz;2022;3;2;103 m2;1;240 m2;2;U$S 65.000
TDCC7E;Casas en Venta | Condominio LE PARC;A estrenar;Condominio LE PARC, Norte, Santa Cruz;2017;3;3;300 m2;1;200 m2;2;U$S 165.000
IF081F;CASA EN PRE-VENTA, ZONA SUR, EL FUERTE;A estrenar;Zona Sur, Barrio El Fuerte, Sur, Santa Cruz;¡Preguntale!;3;3;280 m2;2;202 m2;2;U$S 99.700
H79355;CASAS A CREDITO DIRECTO SIN PAPELEOS;A estrenar;Av. Virgen de Lujan altura del Km 11 y 12. Urbanización Estelita 1, Este, Santa Cruz;2022;2;1;360 m2;1;687 m2;2;U$S 33.000
D22400;CASA EN VALLE SANCHEZ;Buen estado;ZONA NORTE, VALLE SANCHEZ, Norte, Santa Cruz;¡Preguntale!;3;1;360 m2;1;89 m2;3;U$S 45.000
Z49940;CASAS NUEVAS A ESTRENAR EN VENTA;A estrenar;Condominio Cerrado - Villa Bonita, Urubó, Santa Cruz;2022;3;2;180 m2;2;175 m2;2;U$S 140.000
G31924;Casa a ESTRENAR zona este;A estrenar;Av virgen de lujan 8vo anillo, Este, Santa Cruz;2021;3;3;180 m2;1;90 m2;2;U$S 49.000
X5A752;Casa Zona Norte Avenida Banzer km 8 1/2;A estrenar;Avenida Banzer km 8 1/2 , Remanso, Santa Cruz;2022;3;3;201 m2;2;160 m2;2;U$S 105.000
CCB481;Hermosas casas en PRE VENTA zona norte;En construcción;Av Banzer noveno anillo, Remanso, Santa Cruz;¡Preguntale!;3;2;187 m2;1;115 m2;1;U$S 89.900
M32B33;LINDA CASA SOPOCACHI;Excelente estado;ASPIAZU CASI ABDON SAAVEDRA, Sopocachi, La Paz;¡Preguntale!;3;2;119 m2;2;153 m2;¡Preguntale!;U$S 160.000
U735A9;CASAS DE DOS PISOS EN VENTAS;Excelente estado;Ubicado en la urbanización bella norte entrada por satélite y la g77, Norte, Santa Cruz;¡Preguntale!;3;1;240 m2;1;938 m2;1;U$S 45.000
K561FD;TERRENO EN VENTA COMPLEJO CAMPESTRE NORTE 1;Sin Definir;COMPLEJO CAMPESTRE NORTE 1, Norte, Santa Cruz;¡Preguntale!;¡Preguntale!;1;1.616 m2;1;¡Preguntale!;1;U$S 62.500
G7F18A;CASA ECONOMICA EN VENTA ZONA NORTE;Buen estado;Av. Banzer, Km 9, Norte, Santa Cruz;¡Preguntale!;3;2;200 m2;1;11.298 m2;1;U$S 85.000
HA0066;A ESTRENAR CASA CON PISCINA FUERA DE CONDOMINIO;A estrenar;AVENIDA BANZER 8VO ANILLO, Remanso, Santa Cruz;2022;4;3;260 m2;2;200 m2;2;U$S 155.000
ID8E57;HERMOSA CASA EN CONDOMINIO ZONA NORTE;Excelente estado;CONDOMINIO LAS BRISAS, Norte, Santa Cruz;2019;4;3;453 m2;2;410 m2;3;U$S 350.000
None;HERMOSA CASA EN CONDOMINIO ZONA NORTE;None;None;2019;None;None;None;None;None;None;None
KAB418;CASA EN PRE-VENTA, ZONA SUR, EL FUERTE;A estrenar;Zona Sur, Barrio El Fuerte, Sur, Santa Cruz;¡Preguntale!;3;3;280 m2;1;222 m2;2;U$S 106.700
Q804EF;En Venta! Hermosas Casas en Pre-Venta en Zona Norte;A estrenar;Av. Cristo Redentor Km. 8 1/2, Norte, Santa Cruz;2021;3;3;160 m2;1;95 m2;2;U$S 83.000
B3F71F;DE OCASIÒN SE VENDE AMPLIA CASA EN AV. SANTOS DUMONT;Excelente estado;Santos Dumont, 6to. Anillo Urb. Las Palmitas C. Sao, Sur, Santa Cruz;2012;3;3;245 m2;2;179 m2;2;U$S 115.000
W72B44;CASA EN VENTA A ESTRENAR ZONA SUR 5TO Y 6TO ANILLO;Buen estado;Av. Santos Dumont, entre 5to y 6to anillo., Sur, Santa Cruz;2021;4;3;245 m2;2;200 m2;2;U$S 126.000
O9F274;Casa en venta a estrenar Av. Paragua entre 3er y 4to anillo;A estrenar;Av. Paragua entre 3er y 4to anillo, Este, Santa Cruz;¡Preguntale!;3;3;156 m2;2;153 m2;2;U$S 172.000
OB638F;CASA EN VENTA EN URBARI;Buen estado;Urbari, calle Universo N°127, Urbari, Santa Cruz;1995;4;3;26.250 m2;2;26.186 m2;2;U$S 194.600
I209ED;CASA A ESTRENAR EN VENTA Paralela a la Av. Cumavi;A estrenar;Paralela a la Av. Cumavi entre 7mo y 8vo anillo, Este, Santa Cruz;2022;4;3;18.206 m2;2;226 m2;2;U$S 117.800
Y26700;CASA A ESTRENAR ZONA SUR SANTOS DUMONT;A estrenar;ZONA SUR SANTOS DUMONT UBICACION. Barrio Guapay cerca del Hospital Francés, Sur, Santa Cruz;2005;3;2;180 m2;2;182 m2;1;U$S 113.000
T500F5;CASA EN VENTA EN CONDOMINIO ZONA NORTE Av. Banzer, entre 5to. y 6to anillo;Excelente estado;AVENIDA BANZER ENTRE 5, Norte, Santa Cruz;2011;3;2;168 m2;1;104 m2;1;U$S 145.000
SC0F6D;HERMOSA CASA A ESTRENAR EN VENTA;A estrenar;Av alemana 3er y 4to anillo , Norte, Santa Cruz;2022;3;3;180 m2;1;160 m2;2;U$S 160.000
HC5CEB;CASA EN VENTA EN CONDOMINIO ZONA NORTE;A estrenar;NORTE, Norte, Santa Cruz;2;3;3;168 m2;1;104 m2;2;U$S 145.000
L76D43;CASA EN VENTA A ESTRENAR ZONA ESTE;A estrenar;paragua, Este, Santa Cruz;¡Preguntale!;3;3;156 m2;1;153 m2;2;U$S 170.000
KC57C0;Casa a Estrenar Zona Este Preventa;A estrenar;cumavi, Este, Santa Cruz;2023;3;3;180 m2;1;157 m2;2;U$S 105.000
WBA1DA;LINDA CASA DE 1 PLANTA ZONA OESTE;Excelente estado;Doble via la guardia, Santa Cruz;¡Preguntale!;3;2;313 m2;1;250 m2;2;U$S 160.000
W7F3E1;CASA COMERCIAL EN ESQUINA SOBRE CALLE LIBERTAD;Excelente estado;Calle Libertad, Centro, Santa Cruz;¡Preguntale!;2;3;479 m2;1;408 m2;3;U$S 365.000
M6432A;CASA EN REMANSO;Buen estado;AV BANZER, Remanso, Santa Cruz;2016;3;2;300 m2;1;154 m2;2;U$S 89.500
C9ADEE;Casas Pedraza;A estrenar;Calle Pedraza #7, Irpavi, La Paz;2023;3;3;200 m2;3;383 m2;2;U$S 230.000
P5E5E7;CASA DE LUJO EN EL URUBO SECTOR LA COLINA, CONDOMINIO LA CAÑADA;Excelente estado;URUBO SECTOR LA COLINA, Urubó, Santa Cruz;¡Preguntale!;4;3;1.335 m2;2;823 m2;3;U$S 750.000
FA29D9;Casa Zona Equipetrol Barrio Sirari Para Inversionista;Excelente estado;Barrio Sirari Equipetrol, Equipetrol, Santa Cruz;2000;3;3;337 m2;2;282 m2;2;U$S 340.000
Q5C254;DEPARTAMENTO A ESTRENAR DE 2 DORMITORIOS EN VENTA ZONA NORTE;A estrenar;NORTE, Norte, Santa Cruz;1;2;2;8.642 m2;1;8.642 m2;1;U$S 92.000
I8152A;VENDO BONITA CASA ZONA EL REMANSO;Excelente estado;KM 9 AL NORTE, Norte, Santa Cruz;¡Preguntale!;3;3;158 m2;2;195 m2;2;U$S 105.000
U5A0F;URBANIZACION BELLA NORTE- CASAS CRÉDITO DIRECTO SIN INTERÉS;A estrenar;Satelinte Norte, Norte, Santa Cruz;1;2;2;240 m2;1;62 m2;1;U$S 37.000
Y7629C;VENDO CASA DE DOS PLANTA A ESTRENAR EN CONDOMINIO ZONA CHILIMARCA INMEDIACIONES AV. CARACOL;Buen estado;INMEDIACIONES COLEGIO TIQUIPAYA, Tiquipaya, Cochabamba;¡Preguntale!;3;3;200 m2;¡Preguntale!;196 m2;1;U$S 149.000
B76265;CASA EN VENTA - 5to. BANZER;Buen estado;Norte, Santa Cruz;4;5;3;237 m2;3;320 m2;3;U$S 225.000
J8D829;CASA EN VENTA ZONA TERCER ANILLO AV PIRAI Y RADIAL 19;Requiere mantenimiento;CALLA J.J. MARTINEZ A 3 CUADRAS DEL COMERCIAL INDANA, Oeste, Santa Cruz;¡Preguntale!;3;2;340 m2;1;340 m2;¡Preguntale!;U$S 125.000
KC7FB3;CASAS EN PRE VENTA - LOMAS DE ACHUMANI;En construcción;LOMAS DE ACHUMANI SECTOR URBANIZACION ENTEL, Lomas de Achumani, La Paz;2022;3;3;100 m2;3;200 m2;2;U$S 130.000
OA95B3;VENTA EQUIPETROL CASA;Buen estado;C/Nicolas Ortiz, Equipetrol, Santa Cruz;2005;3;3;250 m2;1;175 m2;2;U$S 309.000
P1B105;CASA EN VENTA - ZONA OESTE;A estrenar;km 7 1/2, entrando por la Doble Vía La Guardia, Oeste, Santa Cruz;2022;3;3;195 m2;2;185 m2;2;U$S 116.500
I76E3F;LUJOSA CASA EN VENTA;Excelente estado;Ubicada en la zona Oeste de ciudad a una cuadra de la Doble Vía La Guardia y 6to anillo., Doble via la guardia, Santa Cruz;¡Preguntale!;4;3;333 m2;2;340 m2;2;Consultar
K93947;CASA EN VENTA EN CONDOMINIO SEVILLAS LAS TERRAZAS II;Buen estado;AV G77 ???????????????????????????? ???????????? ???????????????????????????????? ????????, Norte, Santa Cruz;2015;3;2;220 m2;2;142 m2;3;U$S 103.000
I44BEB;Casa en Condominio Reconocido en Zona Norte;Buen estado;Zona Norte noveno anillo avenida G77, Norte, Santa Cruz;¡Preguntale!;3;2;305 m2;1;156 m2;2;U$S 100.000
PC03F8;Casa Zona Sur - Barrio LOS CHOFERES;Buen estado;Calle Tte Alderete, Sur, Santa Cruz;2000;4;3;435 m2;1;270 m2;2;U$S 298.000
FE18FB;Casa de 3 Dorm con Precio Rebajado por Agosto! Zona Norte!;A estrenar;Urbanizacion Akualand, Carretera al Norte, Norte, Santa Cruz;2022;3;2;330 m2;1;116 m2;2;U$S 59.000
Q1AB62;CASA EN VENTA EN LA ZONA DEL REMANSO;Buen estado;ZONA NORTE KM 8 1/2 URBANIZACION EL REMANSO, Remanso, Santa Cruz;2018;3;2;300 m2;1;154 m2;2;U$S 89.500
ICAC7F;CASA EN VENTA SACABA COCHABAMBA;Buen estado;Sacaba, Cochabamba;2017;4;2;378 m2;1;194 m2;1;U$S 113.500
c7F92;LUJOSA CASA EN VENTA - ZONA OESTE;Excelente estado;Doble Vía La Guardia, Km 6, Doble via la guardia, Santa Cruz;2000;4;3;650 m2;3;266 m2;3;Consultar
W45D9C;ZONA EL REMANSO AMPLIA CASA DE UNA PLANTA EN VENTA;Buen estado;ZONA JARDINES DEL REMANSO, Norte, Santa Cruz;¡Preguntale!;3;3;360 m2;1;205 m2;2;U$S 138.000
TFC94E;CASA ECONOMICA EN VENTA A ESTRENAR 46500;A estrenar;zona sur, Sur, Santa Cruz;2022;2;2;400 m2;1;120 m2;3;U$S 46.000
S7B94D;Casa en venta zona norte condominio casa club norte;Buen estado;Av Banzer km 8 1/2 condominio casa club norte, Norte, Santa Cruz;2012;3;3;167 m2;1;140 m2;2;U$S 79.000
KA48E7;Zona NORTE, Casas de 4 dormitorios en condominio;A estrenar;Av. Beni entre 8vo y 9no anillo, Norte, Santa Cruz;2022;4;3;225 m2;1;206 m2;3;U$S 155.900
S8FB46;Casa en venta Urubo Golf;Excelente estado;urubo golf, Urubó, Santa Cruz;2;4;3;1.038 m2;2;580 m2;1;U$S 825.000
86AE2;Impecable Casa en Venta;A estrenar;lujan, Norte, Santa Cruz;2018;3;1;170 m2;1;80 m2;1;U$S 44.000
L43BFD;Hermosa Casa totalmente remodelada y renovada;Excelente estado;Condominio Cerrado, Hamacas, Santa Cruz;2015;4;3;414 m2;2;350 m2;2;U$S 370.000
R238DF;Casa a Estrena Económica;A estrenar;Km 7 y medio a Cotoca - Urbanización Trapiche, Norte, Santa Cruz;2022;2;1;184 m2;1;84 m2;2;U$S 38.000
FA231B;Hermoso condominio;Buen estado;Norte, Santa Cruz;¡Preguntale!;3;3;312 m2;1;174 m2;2;U$S 230.000
BA8BAE;BONITA CASA EN VENTA Urbanización Las Palmitas.;Buen estado;Zona Sur 6to Anillo, Urbanización Las Palmitas., Sur, Santa Cruz;2015;3;2;270 m2;2;170 m2;2;U$S 108.000
N222F4;Excelente invercion;Buen estado;Norte, Santa Cruz;¡Preguntale!;5;3;646 m2;2;448 m2;3;U$S 345.000
ABA72E;"HERMOSA CASA EN ALQUILER O EN VENTA COND. ""LA FONTANA LA RIVIERRA";Buen estado;Zona Norte, Km. 9 1/2 Av. G-77, Norte, Santa Cruz;2015;3;3;231 m2;2;180 m2;2;U$S 100.000
OF9F84;HERMOSA CASA EN VENTA DE 3 DORMITORIOS Radial 26, 9no anillo;Buen estado;Radial 26, 9no anillo, entrando por Mainter, Norte, Santa Cruz;2014;3;2;199 m2;1;150 m2;3;U$S 89.800
X83CB2;CASA EN VENTA EN ZONA NORTE Urbanización Palos Verdes.;Buen estado;Urbanización Palos Verdes 7MO AV. BENI, Norte, Santa Cruz;2012;3;2;312 m2;1;138 m2;2;U$S 78.500
VB5FEA;HERMOSA PROPIEDAD EN VENTA ZONA CHIQUICOLLO- FINAL AMERICA OESTE;Buen estado;INMEDIACIONES CHIQUICOLLO- FINLA AMERICA OESTE, Sarco, Cochabamba;¡Preguntale!;3;4;300 m2;3;200 m2;1;U$S 165.000
L9EEEE;CASA EN VENTA - Barrio Urbari;Excelente estado;Calle Barachavi, esq. Igmiri, Urbari, Santa Cruz;1984;5;2;799 m2;1;400 m2;3;U$S 450.000
B549AC;Casa en venta zona norte cond Buganvillas;Buen estado;buganvillas, Remanso, Santa Cruz;15;3;3;266 m2;2;174 m2;2;U$S 169.000
IA4C2F;Condominio zona Oeste;Buen estado;Condominio Cerrado, entre 5to y 6to anillo, Oeste, Santa Cruz;1995;3;3;860 m2;2;300 m2;3;Consultar
D1A8EF;Casa a estrenar cerca de Aqualand;A estrenar;Autovia al norte, Norte, Santa Cruz;2022;3;3;300 m2;1;180 m2;2;U$S 49.000
M6516A;ZONA NORTE HERMOSAS CASAS GEMELAS A ESTRENAR EN VENTA;A estrenar;Alemana 5to anillo, Norte, Santa Cruz;¡Preguntale!;3;3;150 m2;2;180 m2;2;U$S 175.000
GF1000;CASA EN VENTA - URUBO;Buen estado;Condominio Santa Cruz de La Colina, Urubó, Santa Cruz;¡Preguntale!;5;3;635 m2;2;331 m2;3;U$S 249.000
E36C1;HERMOSA CASA EN ALQUILER O VENTA;Excelente estado;CALLE 38, Achumani, La Paz;¡Preguntale!;5;3;300 m2;3;365 m2;2;U$S 310.000
6226C;Propiedad a estrenar;A estrenar;Sacaba, Cochabamba;¡Preguntale!;5;3;333 m2;¡Preguntale!;100 m2;¡Preguntale!;U$S 145.000
P591A8;CASA EN VENTA ACHUMANI CONDOMINIO PRIVADO;Excelente estado;Av. Alexander, Achumani, La Paz;¡Preguntale!;3;3;175 m2;2;300 m2;2;U$S 230.000
K38D71;CONDOMINIO RIVIERA PARAISO 1 - CASAS EN VENTA ZONA NORTE;A estrenar;ENTRANDO POR MAINTER 8VO ANILLO BANZER, Remanso, Santa Cruz;2022;3;2;187 m2;1;115 m2;2;U$S 89.900
KB10D8;Remanso - Zona Norte Entre 7mo y 8vo anillo;A estrenar;Remanso, Av. Banzer entre 7mo y 8vo Anillo, Remanso, Santa Cruz;2022;3;3;160 m2;2;165 m2;2;U$S 122.900
AC8160;Casa a estrenar zona ESTE;A estrenar;Avenida lujan 8vo anillo, Norte, Santa Cruz;1;2;2;180 m2;1;69 m2;1;U$S 45.000
840EB;Urbanización Las Orquídeas;En construcción;Carretera a Cotoca a Solo 12 minutos del 4to. anillo., Norte, Santa Cruz;¡Preguntale!;3;1;300 m2;1;250 m2;¡Preguntale!;U$S 45.500
F41A97;Elegante Casa en Condominio Fontana Riviera 1;Excelente estado;Km 8 y medio entre Av. G77 y Avenida Internacional, Norte, Santa Cruz;2018;None;2;412 m2;1;130 m2;2;U$S 105.000
DA08AF;Amplia y Confortable Casa en Venta Urubo Cond. Bella Flor;Excelente estado;Condominio Bella Flor Urubo , Urubó, Santa Cruz;2021;4;3;756 m2;2;492 m2;3;U$S 290.000
T7A36B;Casa en Venta - Condominio Colonial;A estrenar;Km 9 entre a 2 minutos de la Banzer, Norte, Santa Cruz;2022;3;2;145 m2;2;148 m2;2;U$S 95.000
NF8F04;En Venta casa independiente zona este av. Virgen de cotoca;Excelente estado;virgen de cotoca 8anillo , Este, Santa Cruz;¡Preguntale!;3;2;235 m2;1;110 m2;1;U$S 50.000
XC2BA3;Excelente oportunidad ubicación inigualable Roca y Coronado linda casa en venta;Buen estado;4to anillo, Oeste, Santa Cruz;¡Preguntale!;3;3;265 m2;1;140 m2;2;U$S 154.000
KADEB5;En Oferta Casa en Venta Condominio La Fontana La Riviera I;Excelente estado;G77, Norte, Santa Cruz;2017;3;2;231 m2;1;9.571 m2;1;U$S 91.000
T347A2;HERMOSA CASA EN VENTA DE DOS PLANTAS EN PRECIO ESPECIAL;A estrenar;Sur, Santa Cruz;¡Preguntale!;3;3;180 m2;1;130 m2;1;U$S 110.000
E45D0;CASA EN BARRIO LAS PALMAS SOBRE AVENIDA;Requiere mantenimiento;barrio las palmas, Las palmas, Santa Cruz;¡Preguntale!;4;3;890 m2;2;500 m2;3;U$S 660.000
DA19FF;CASA EN VENTA 7MO ANILLO AV BANZER;A estrenar;Norte, Santa Cruz;¡Preguntale!;3;2;200 m2;1;120 m2;¡Preguntale!;U$S 92.000
EF7F2C;Zona Norte - Cond. Las Brisas - 4 dormitorios;Excelente estado;Av. Banzer Km. 8.5, entrando por la Chonta , Norte, Santa Cruz;2018;4;3;453 m2;2;410 m2;3;U$S 350.000
R7599C;Hermosa casa a la venta zona Sur 8vo anillo Santos Dumont;A estrenar;8vo anillo Santos Dumont Av. Miguel de cervantes, Sur, Santa Cruz;¡Preguntale!;3;2;300 m2;1;120 m2;1;U$S 65.000
Y4047F;CASA EN VENTA AV. BENI ZONA NORTE;A estrenar;Urb. Palos verdes , Norte, Santa Cruz;2022;4;3;210 m2;2;250 m2;3;U$S 125.000
XDDC0C;CASA EN VENTA EN CONDOMINIO 4 DORMITORIOS, 2 EN SUITE ZONA NORTE AV BANZER.;Buen estado;Norte, Santa Cruz;1;5;3;160 m2;1;196 m2;2;U$S 118.000
E67487;Condominio Palmeras de Asai;A estrenar;Km. 8 1/2 al norte (Entrada de Mainter) , Norte, Santa Cruz;2022;3;3;160 m2;2;125 m2;3;U$S 85.900
2571C;URGENTE EN VENTA UNA CASA;Buen estado;Av. Final Cochabamba, entre Calle 10 y Tarija #1733 frente a complejo deportivo, 1ro de Mayo, El alto;2016;5;2;270 m2;1;110 m2;2;U$S 59.000
X49B00;CASA EN VENTA A ESTRENAR Cumavi 8vo anillo Av internacional;Buen estado;cumavi 8vo anillo Av internacional, Este, Santa Cruz;2021;3;3;274 m2;2;135 m2;2;U$S 84.000
E62C2B;CASAS GEMELAS A ESTRENAR DE 3 DORMÍTORIOS EN VENTA;A estrenar;Km 12 Barrio Nueva Esperanza a 3 minutos de la Avenida Doble Vía La Guardia, Doble via la guardia, Santa Cruz;2022;3;2;240 m2;1;160 m2;2;U$S 56.000
MEC8DB;CASA EN VENTA;Excelente estado;Ubicado 6to y 7mo anillo de la radial 10 entrando a una, Sur, Santa Cruz;¡Preguntale!;3;2;440 m2;1;105 m2;3;U$S 75.000
C6A2E5;CASA EN VENTA ZONA ESTE;A estrenar;9NO ANILLO CARRETERA A COTOCA ENTRANDO POR LA URBANIZACION PALMA VERDE , Este, Santa Cruz;2022;3;3;150 m2;2;135 m2;2;U$S 69.500
D64044;CASA EN VENTA;Excelente estado;Ubicado en Sevilla las terrazas II, Norte, Santa Cruz;¡Preguntale!;3;2;180 m2;1;95 m2;2;U$S 85.000
LAD28A;Casa en Venta Satélite Norte Urb. Juan Pablo II;Buen estado;Satélite Norte Urb. Juan Pablo II, Norte, Santa Cruz;2020;5;1;345 m2;1;148 m2;3;U$S 70.000
K27BA8;CASA EN VENTA 4 DORMITORIOS. CARRETERA A COTOCA KM 9.;Excelente estado;CARRETERA A COTOCA KM 9., Norte, Santa Cruz;2018;2;3;214 m2;2;220 m2;3;U$S 79.000
F77AD1;CASA EN VENTA URUBO SOBRE CARRETERA;Excelente estado;COND. LOMAS DEL BOSQUE, Urubó, Santa Cruz;2;3;3;377 m2;2;240 m2;2;U$S 205.000
K3A57D;CASA EN VENTA ZONA NORTE, COND. LA FONTANA RIVIERA 1;Buen estado;Av.G77, Norte, Santa Cruz;2017;3;2;262 m2;1;100 m2;2;U$S 105.000
O67B54;CASA DE 3 DORMITORIOS EN VENTA EN ZONA ESTE CONDOMINIO VILLAS DEL ESTE 3;A estrenar;VIRGEN DE COTOCA ENTRE 8VO Y 9NO ANILLO, Este, Santa Cruz;2023;3;3;170 m2;2;200 m2;2;U$S 78.000
C5BEF6;CASA EN VENTA ZONA NORTE CUIDAD JARDIN 6 TO ANILLO;Excelente estado;NORTE, Norte, Santa Cruz;5;3;3;414 m2;2;350 m2;2;U$S 370.000
W75038;Hermosa Casa totalmente remodelada y renovada en el condominio Ciudad Jardín;Excelente estado;Condominio CIUDAD JARDIN, Norte, Santa Cruz;2015;4;3;400 m2;2;350 m2;2;U$S 370.000
S8FBFD;Casa A una cuadra de Av. 14 de Septiembre;Excelente estado;Quillacollo a una cuadra de Av. Ferroviaria y 14 de Septiembre, Quillacollo, Cochabamba;2007;5;3;303 m2;2;231 m2;1;U$S 155.000
L69B2E;Monoambientes a estrenar en zona zoologico;A estrenar;Av. Banzer casi tercer anillo a dos cuadras del Zoologico, Norte, Santa Cruz;2022;¡Preguntale!;1;42 m2;3;42 m2;¡Preguntale!;U$S 40.000
R6CC03;CASA EN VENTA AV ALEMANA;Requiere mantenimiento;Av. Alemana, Norte, Santa Cruz;¡Preguntale!;5;3;594 m2;1;710 m2;2;U$S 520.000
FDD735;CASA EN ZONA NORTE EN OFERTA CON ESPECTACULAR UBICACIÓN;Buen estado;Entre 3er y 4to anillo entre Av. Alemana y Mutualista, Norte, Santa Cruz;¡Preguntale!;5;3;300 m2;1;232 m2;2;U$S 165.000
A205B5;CASA EN VENTA CON PLUSVALIA ASEGURADA;Excelente estado;Zona Satelite, sobre carretera La Nueva Santa Cruz, acceso directo por la Av. G77 , Norte, Santa Cruz;2017;3;1;250 m2;1;134 m2;2;U$S 54.000
X296EB;CASA EN VENTA: OBRAJES;Buen estado;Obrajes, La Paz;1975;5;3;653 m2;2;320 m2;3;U$S 485.000
J54E31;CASA 4 DOR EN EL URUBO;Excelente estado;Condominio Jardines del Urubo II, al lado de la Cancha River y Casa del Camba., Urubó, Santa Cruz;¡Preguntale!;4;3;280 m2;1;290 m2;2;U$S 179.900
25FB9;Maria Núñez Rivero;Excelente estado;Miraflores, La Paz;¡Preguntale!;3;2;110 m2;¡Preguntale!;175 m2;¡Preguntale!;U$S 230.000
73AC6;CASA MINIMALISTAS PRECIOS DE PRE-VENTA. ZONA SUR;A estrenar;RADIAL 13 Y AV BOLIVIA, Sur, Santa Cruz;¡Preguntale!;None;2;200 m2;1;185 m2;2;U$S 83.000
C22D3D;CASAS EN VENTA EN ZONA NORTE;A estrenar;CONDOMINIO LAS PALMERAS KM 8 AL NORTE, Norte, Santa Cruz;¡Preguntale!;4;3;160 m2;2;194 m2;2;U$S 123.000
NE1D4F;Casa en Zona Norte Mirador de Akualand;A estrenar;Urbanizacion Akualand, Norte, Santa Cruz;1;3;2;240 m2;1;110 m2;1;U$S 61.700
NFDCF9;CASAS EN VENTA EN VALLE SANCHEZ;Buen estado;Norte, Santa Cruz;¡Preguntale!;3;1;360 m2;1;166 m2;2;U$S 53.700
f435C;Bonita Casa en Venta Av. Villazon - Zona Quintanilla - Proximo Colegio Kanata;Buen estado;Av. Villazon - Zona Quintanilla Puntiti - Proximo Colegio Kanata, Sacaba, Cochabamba;¡Preguntale!;5;3;460 m2;3;300 m2;2;U$S 165.000
923F0;Propiedad a estrenar obra bruta terminada;Buen estado;Este, Santa Cruz;2018 /3 meses atras;2;1;360 m2;1;360 m2;¡Preguntale!;U$S 15.500
ID11EC;AMPLIA CASA EN VENTA EN CONDOMINIO JARDINES DEL URUBO 2;Excelente estado;CONDOMINIO JARDINES DEL URUBO 2, Urubó, Santa Cruz;¡Preguntale!;4;3;700 m2;3;320 m2;3;U$S 255.000
KC2BBA;Hermosa Casa A Estrenar En Venta En Condominio, Z/ Norte,Entrando Por Mainter.;A estrenar;Av. Cristo Redentor km 8.5, Remanso, Santa Cruz;¡Preguntale!;3;3;160 m2;2;190 m2;2;U$S 124.800
L60747;Pirai I - Hermosa Casa En Venta;Excelente estado;Barrio Hilanderia, Calle Toborochi #31, Oeste, Santa Cruz;2022;3;3;176 m2;2;240 m2;2;U$S 170.000
HB854B;CASAS EN VENTA EN CONDOMINIO ZONA NORTE Av banzer km 8 1/2;A estrenar;Av. Banzer Km. 8 1/2, entrando por los sevillas, Norte, Santa Cruz;2021;3;3;145 m2;2;149 m2;2;U$S 95.000
NAE368;CASA EN VENTA ZONA NORTE 9NO ANILLO URB KAOBA;Excelente estado;ZONA NORTE AV. BANZER 9NO ANILLO URB. KAOBA, Norte, Santa Cruz;2020;3;3;160 m2;2;163 m2;2;U$S 112.000
L905CD;VENDO CASA EN URB. EL QUIOR CON PROYECTO DE CONSTRUCCIÓN 3er Pisos;En construcción;urbanización el quior calle a media cuadra de la avenida, Sur, Santa Cruz;¡Preguntale!;3;1;336 m2;3;348 m2;3;U$S 75.000
B71D31;CASA DE LUJO EN VENTA - Colinas del Urubó, Sector 1;Excelente estado;Colinas del Urubó, Urubó, Santa Cruz;2016;4;3;760 m2;2;516 m2;2;U$S 590.000
Z8FA1E;Casa en Venta (2do Anillo - Virgen de Cotoca);Buen estado;Av. Virgen de Cotoca , Este, Santa Cruz;2000;4;3;183 m2;2;172 m2;2;U$S 134.000
T52B9;HERMOSA CASA EN VENTA A ESTRENAR - ZONA NORTE;A estrenar;Norte, Santa Cruz;1;3;3;180 m2;1;150 m2;2;U$S 95.000
Q16A4E;EQUIPETROL AMPLIA CASA EN VENTA;Buen estado;NORTE, Equipetrol, Santa Cruz;10;4;3;699 m2;2;399 m2;2;U$S 750.000
AC3F7D;CASAS EN PRE VENTA, ACHUMANI CALLE 31;A estrenar;Calle 31 , Achumani, La Paz;¡Preguntale!;4;3;143 m2;1;192 m2;2;U$S 173.000
