index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
769,W9E83C,CASA EN VENTA ZONA AV.SANTOS DUMONT 2 DO ANILLO,Excelente estado,Santa Cruz,RAMAFA_ Sur_ Santa Cruz,4.0,3,450.0,2.0,368.0,3.0,315000.0,5.0
770,Q30C13,CASA A ESTRENAR EN VENTA Av. Roca y Coronado entre 3er y 4to,A estrenar,Santa Cruz,Villa Mercedes_ Av. Roca y Coronado entre 3er y 4to anillo_ Oeste_ Santa Cruz,3.0,3,150.0,2.0,185.0,2.0,164500.0,1.0
771,RE9FCF,PRECIOSA CASA EN REMANSO I,Buen estado,Santa Cruz,REMANSO I_ Remanso_ Santa Cruz,4.0,3,300.0,1.0,234.0,2.0,160000.0,18.0
772,PDC91A,"CASA EN VENTA Z/ SUR A PASOS COLG,CARITAS",Excelente estado,Santa Cruz,ZONA SUR A PASOS DEL COLG_CARITAS_ Sur_ Santa Cruz,4.0,3,360.0,2.0,125.0,3.0,139000.0,4.0
773,G63B16,CASA EN VENTA EN ZONA NOR-ESTE,Excelente estado,Santa Cruz,Barrio Melchor Pinto Parada entre 5 y 6 anillo Calle 2_ Norte_ Santa Cruz,3.0,2,360.0,1.0,122.0,3.0,115000.0,
774,G589EB,CASA EN VENTA DE 6 DORMITORIOS Y PISCINA EN LA AV. MUTUALISTA 4TO ANILLO,A estrenar,Santa Cruz,Av. Mutualista 4to y 5to anillo_ Norte_ Santa Cruz,5.0,3,360.0,2.0,360.0,3.0,315000.0,2.0
775,ZF3507,HERMOSA CASA EN VENTA ESPECIAL PARA PERSONAS MAYORES ZONA NORTE : SE PERMUTA,Excelente estado,Santa Cruz,Norte_ Santa Cruz,3.0,2,454.0,1.0,165.0,3.0,179000.0,
776,S20722,Casa en VENTA en Zona NorTe. FinanciamienTo de vivienda social,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,180.0,2.0,126.0,2.0,60000.0,1.0
777,Y242E2,"VENTA HERMOSA CASA a estrenar, zona URUBO",A estrenar,Santa Cruz,condominio mirage urubo _ Urubó_ Santa Cruz,3.0,3,400.0,2.0,240.0,3.0,215000.0,1.0
778,HA34F8,DEPARTAMENTO EN VENTA,Excelente estado,Santa Cruz,"CONDOMINIO ""UNO"" AV. TRINIDAD ZONA NORTE._ Norte_ Santa Cruz",3.0,3,9277.0,1.0,9277.0,2.0,87000.0,
779,CE7223,Cas en venta en Urubo,Excelente estado,Santa Cruz,Condominio La Floresta_ Urubó_ Santa Cruz,4.0,3,784.0,1.0,485.0,3.0,270000.0,13.0
780,M388D1,CASA EN VENTA EL URUBO,Excelente estado,Santa Cruz,CONDOMINIO JARDINES DEL URUBO_ Urubó_ Santa Cruz,5.0,3,716.0,3.0,438.0,3.0,290000.0,4.0
781,B7C749,HERMOSA CASA EN VENTA ZONA REMANSO,Buen estado,Santa Cruz,Remanso_ Santa Cruz,3.0,2,184.0,1.0,186.0,2.0,120000.0,
782,CB84A3,En Venta! Casas en Pre-Venta en Zona Sur,A estrenar,Santa Cruz,Av. Santos Dumont 6to anillo_ Urb. Las Palmitas_ Sur_ Santa Cruz,3.0,3,204.0,2.0,130.0,2.0,90000.0,1.0
783,GCB90C,HERMOSA CASA EN VENTA-TIQUIPAYA,Excelente estado,Cochabamba,Esq. Calle Gualberto Villarroel_ Tiquipaya_ Cochabamba,4.0,3,378.0,2.0,188.0,2.0,165000.0,7.0
784,289FD,Casa de dos plantas ubicada en zona Chijipata (Alto Achumani) (construc. nueva),Buen estado,La Paz,calle 13 N° 18 (Alto Achumani-Chijipata) parada 393-898_ Achumani_ La Paz,3.0,3,300.0,2.0,196.0,1.0,140000.0,9.0
785,36C39,casa en venta de 2 y 3 dormitorios,En construcción,Santa Cruz,Santa Cruz carretera a Cotoca _ Este_ Santa Cruz,3.0,2,300.0,1.0,100.0,3.0,46500.0,5.0
786,E0E55,"CASAS DE 2 Y 3 DORMITORIOS, EN PRE VENTA!",A estrenar,Santa Cruz,carretera a Cotoca a 12 minutos del 4to. anillo zona este _ Este_ Santa Cruz,3.0,2,300.0,1.0,100.0,2.0,46500.0,5.0
787,913EE,casa en venta,Buen estado,Cochabamba,Pacata_ Cochabamba,2.0,1,300.0,,70.0,,55000.0,
788,1ADF8,"Condominio boutique Kurupa'y del Urubó, 2da etapa.",En construcción,Santa Cruz,Villa Bonita a 2 km del puente Mario Foianini_ Urubó_ Santa Cruz,3.0,3,270.0,2.0,140.0,2.0,120000.0,6.0
789,15438,Hermosas Casas en preventa y a estrenar,A estrenar,Santa Cruz,Av. Banzer Km 8 1/2_ Remanso_ Santa Cruz,3.0,3,300.0,2.0,200.0,3.0,95000.0,5.0
790,901BF,HERMOSA CASA VENTA ALTO SEGUENCOMA,Buen estado,La Paz,Alto Seguencoma_ La Paz,3.0,3,300.0,1.0,360.0,2.0,260000.0,
791,CF9F44,CASA EN VENTA CENTRO CALLE JUNIN,Buen estado,Santa Cruz,CALLE JUNIN CASI 1 ANILLO_ Centro_ Santa Cruz,5.0,3,144.0,2.0,126.0,,140000.0,
792,SFFB6C,RADIAL 19 CON 4TO ANILLO CALLE MOXOS,Requiere mantenimiento,Santa Cruz,CALLE MOXOS_ Oeste_ Santa Cruz,5.0,3,390.0,1.0,350.0,,119000.0,
793,GCE2F1,"TU CASA EN EL URUBO, CONDOMINIO. LOS BATOS",Excelente estado,Santa Cruz,condominio los batos_ Urubó_ Santa Cruz,3.0,3,399.0,2.0,245.0,2.0,265000.0,
794,U9F816,EN VENTA HERMOSA CASA EN CALACOTO - CONDOMINIO PRIVADO,Excelente estado,La Paz,Urb. Privada_ Auquisamaña_ La Paz,4.0,3,498.0,3.0,670.0,3.0,980000.0,
795,VBC555,EN VENTA BELLÍSIMA CASA EN EL CLUB DE GOLF,A estrenar,La Paz,Mallasilla_ La Paz,4.0,3,750.0,2.0,540.0,3.0,750000.0,
796,O14AFE,EN VENTA HERMOSA CASA - JARDINES DEL SUR,Excelente estado,La Paz,Urb. Privada_ Achumani_ La Paz,4.0,3,350.0,2.0,530.0,2.0,530000.0,
797,XFD580,casa en venta zona santos dumot 5to y 6to anillo,Buen estado,Santa Cruz,santos dumont_ Sur_ Santa Cruz,4.0,3,381.0,2.0,327.0,2.0,245000.0,2.0
798,I14E08,CASA COMERCIAL EN VENTA - AV. VIRGEN DE COTOCA,Buen estado,Santa Cruz,AV. VIRGEN DE COTOCA_ Este_ Santa Cruz,5.0,3,390.0,2.0,270.0,3.0,270000.0,18.0
799,F382B5,HERMOSA CASA EN VENTA ACHUMANI,Excelente estado,La Paz,ACHUMANI_ Achumani_ La Paz,3.0,3,300.0,3.0,380.0,1.0,440000.0,
800,L992B0,EN VENTA RESIDENCIA EN JARDINES DEL SUR,Excelente estado,La Paz,Urb. Jardines del Sur_ Achumani_ La Paz,4.0,3,600.0,2.0,420.0,3.0,485000.0,
801,JB6479,HERMOSA RESIDENCIA EN VENTA URBANIZACIÓN PRIVADA SAN ALBERTO,Excelente estado,La Paz,Urb. San Alberto_ Obrajes_ La Paz,5.0,3,1300.0,2.0,1000.0,3.0,950000.0,
802,UAB890,Hermosa Casa de 350m2 construidos en el Urubó,Excelente estado,Santa Cruz,Urubó_ Urubó_ Santa Cruz,2.0,3,750.0,1.0,350.0,2.0,350000.0,6.0
803,XA2482,"Hermosa Casa A Estrenar En Venta En Valle Sanchez, Z/Norte.",A estrenar,Santa Cruz,Valle Sanchez_ Norte_ Santa Cruz,2.0,1,180.0,1.0,80.0,2.0,42000.0,
804,AC9284,EQUIPETROL CASA EN VENTA,Excelente estado,Santa Cruz,Equipetrol_ Santa Cruz,4.0,3,230.0,3.0,265.0,2.0,295000.0,23.0
805,B2CCED,CASA EN VENTA - URUBO (JARDINES DEL URUBO 2),Excelente estado,Santa Cruz,JARDINES DEL URUBO 2_ Urubó_ Santa Cruz,4.0,3,690.0,2.0,270.0,2.0,259000.0,8.0
806,WCF96C,Casa en venta,Buen estado,Cochabamba,Sacaba_ Cochabamba,4.0,3,250.0,2.0,240.0,3.0,120000.0,
807,OBE1CD,CASAS EN VENTA CON ENTREGA SEPTIEMBRE 2.023,En construcción,Santa Cruz,Av. Doble via la guardia _ Doble via la guardia_ Santa Cruz,3.0,3,135.0,2.0,140.0,2.0,106766.0,0.0
808,P4399A,casa en venta santos dumont 6to y 7mo anillo,Buen estado,Santa Cruz,Sur_ Santa Cruz,3.0,2,260.0,1.0,90.0,2.0,88000.0,10.0
810,JBE7E7,CASA EN VENTA ZONA CENTRO,Buen estado,Santa Cruz,AVENIDA VIEDMA_ ESQUINA MOLDES _ Centro_ Santa Cruz,3.0,2,351.0,2.0,377.0,1.0,315000.0,
811,C4C6A1,AMPLIA Y HERMOSA CASA EN VENTA ZONA NORTE,Excelente estado,Santa Cruz,8vo Anillo Av. Cristo Redentor_ Condominio Jardines Del Norte II_ Norte_ Santa Cruz,3.0,3,378.0,2.0,371.0,2.0,240000.0,
812,T1331B,CASAS EN VENTA - ZONA ESTE (7MO. ANILLO),A estrenar,Santa Cruz,VIRGIN DE COTOCA_ Este_ Santa Cruz,3.0,2,160.0,2.0,133.0,2.0,89500.0,1.0
813,S60AC0,CASA EN VENTA - ZONA LA GUARDIA,Buen estado,Santa Cruz,Km 15 - Av. Bolivia _ Oeste_ Santa Cruz,3.0,1,360.0,1.0,118.0,3.0,55000.0,5.0
814,W475C0,"118.000$us Bonita casa con 4 dormitorios, en la zona de Guadalupe - Ref. 01367",Buen estado,Cochabamba,Avenida Circunvalación sacaba_ Sacaba_ Cochabamba,4.0,3,250.0,3.0,2000.0,3.0,118000.0,
815,E69B35,EN VENTA CASA EN LA FLORIDA SECTOR LOS SAUCES,Excelente estado,La Paz,Sector Los Sauces_ La Florida_ La Paz,4.0,3,440.0,1.0,581.0,2.0,425000.0,6.0
816,E46E3D,CASAS EN PRE VENTAS,A estrenar,Santa Cruz,Barrio el fuerte_ zona sur_ a 3 cuadras del mercado el fuerte (entre 7mo y 8vo anillo)._ Sur_ Santa Cruz,2.0,1,280.0,1.0,110.0,1.0,73900.0,
817,V546FE,AMPLIA Y ACOGEDORA CASA EN VENTA,Excelente estado,Santa Cruz,Hamacas_ Santa Cruz,5.0,3,375.0,1.0,215.0,2.0,239000.0,
818,A8C401,Urbanización El Deber,Excelente estado,Santa Cruz,Zona este_ a 2 cuadras de la carretera a cotoca._ Este_ Santa Cruz,2.0,2,277.0,1.0,91.0,3.0,73000.0,3.0
821,T4C432,ZONA OESTE EN VENTA CASA DE 2 PLANTAS EN CONDOMINIO,Excelente estado,Santa Cruz,Condominio La Riviera ll_ Oeste_ Santa Cruz,3.0,3,204.0,2.0,213.0,2.0,187500.0,
822,MAC499,URUBO VILLA BONITA EN VENTA HERMOSAS CASAS,A estrenar,Santa Cruz,Villa Bonita - Urubo_ Urubó_ Santa Cruz,3.0,3,140.0,3.0,177.0,1.0,135000.0,
827,KA1673,Casa en venta zona oeste,Excelente estado,Santa Cruz,Barrio jardin latino_ Oeste_ Santa Cruz,3.0,3,168.0,1.0,121.0,2.0,105000.0,8.0
828,R74F49,EN EQUIPETROL SE VENDE CASA CON VALOR DE TERRENO,A reciclar,Santa Cruz,Av. San Martín Calle 9 oeste_ Equipetrol_ Santa Cruz,3.0,1,273.0,1.0,110.0,2.0,210000.0,
830,LBF668,"CASAS EN PRE VENTA, EN CONDOMINIO JOINVILLE zona norte plusvalia asegurada",A estrenar,Santa Cruz,8vo anillo Av. Beni_ Norte_ Santa Cruz,4.0,3,225.0,2.0,20662.0,2.0,136500.0,
831,Q2CE56,CASAS EN VENTA OASIS 7,A estrenar,Santa Cruz,Av. Beni 8vo anillo._ Norte_ Santa Cruz,3.0,3,170.0,2.0,150.0,2.0,110000.0,1.0
832,MF3D0B,CASA CON GALPÓN EN VENTA,Excelente estado,Cochabamba,Km 2 - Av Villazon Sacaba Noreste_ Cochabamba_ Cochabamba_ Cochabamba,5.0,3,1031.0,2.0,151.0,1.0,240000.0,21.0
834,X3CD8D,107.000$us casa de 4 dormitorios en la zona de Huayllani,A estrenar,Cochabamba,km 9 Villazon Huayllani_ Sacaba_ Cochabamba,4.0,3,362.0,2.0,200.0,3.0,107000.0,3.0
837,RE271A,Casa en Venta en la Meseta deAchumani,Excelente estado,La Paz,Meseta Alta de Achumani_ Achumani_ La Paz,4.0,3,379.0,3.0,420.0,2.0,480000.0,17.0
838,2FCDE,casa en venta de 2 y 3 dormitorios,A estrenar,Santa Cruz,virgen de cotoca_ Este_ Santa Cruz,3.0,2,300.0,1.0,100.0,2.0,47500.0,4.0
839,4656D,Amplia casa,Buen estado,Cochabamba,av atahuallpa casi circunvalacion_ Cala Cala_ Cochabamba,3.0,2,380.0,2.0,190.0,2.0,230000.0,
840,94311,"EXTRANJERA VENDE POR VIAJE CASA en Zona Norte, El Remanso 2",Excelente estado,Santa Cruz,Calle Sirari 735 El Remanso 2_ Remanso_ Santa Cruz,4.0,3,300.0,1.0,160.0,2.0,129000.0,13.0
841,7951A,"HERMOSA CASA EN VENTA CONDOMINIO ""SEVILLA LAS TERRAZAS I"" POR VIAJE...",Excelente estado,Santa Cruz,CONDOMINIO SEVILLA LAS TERRZAS I_ KM. 10 CARRETERA AL NORTE. _ Norte_ Santa Cruz,3.0,2,203.0,1.0,123.0,2.0,88500.0,
842,AB04B,PROPIETARIO VENDE CASA INICIO LOMAS DE ACHUMANI,Buen estado,La Paz,Inicio Lomas de Achumani lado Urbanización Entel II_ Achumani_ La Paz,4.0,3,236.0,3.0,287.0,2.0,195000.0,9.0
845,X84CFB,CASA A ESTRENAR EN VENTA,A estrenar,Santa Cruz,Oeste. 8vo anillo. Radial 17 1/2_ Oeste_ Santa Cruz,3.0,3,170.0,2.0,185.0,2.0,119500.0,2.0
846,C1EE02,i Por las fiestas de carnaval i Hermosa y acogedora casa en venta,Buen estado,La Paz,Valencia_ La Paz_ Rí­o Abajo_ La Paz,4.0,3,2200.0,2.0,400.0,3.0,380000.0,
847,Y12A53,"¡Si estás buscando un nuevo hogar para tu familia, ya lo encontraste!",Buen estado,La Paz,Aranjuez_ La Paz_ Aranjuez_ La Paz,4.0,3,1000.0,3.0,600.0,3.0,740000.0,
848,JCD3B6,"VENDO LINDA CASA DE 2 PLANTAS SOBRE 410 M, INMEDIACIONES DEL MERCADO DE CHILIMARCA",Buen estado,Cochabamba,Noroeste_ Cochabamba,4.0,4,410.0,2.0,322.0,1.0,193000.0,
849,N986ED,LUJOSA CASA EN VENTA EN CONDOMINIO EL BOSQUE SUR,Buen estado,Cochabamba,Villa Taquiña_ Cochabamba,3.0,1,700.0,3.0,700.0,1.0,560000.0,
850,F31C79,CASA EN VENTA DE 536 METROS ZONA LAS CUADRAS FINAL AV. BELZU,Buen estado,Cochabamba,Las Cuadras_ Cochabamba,5.0,3,536.0,,275.0,1.0,220000.0,
852,T5EC01,Casa en Venta Irpavi. Calle Ovando.,Buen estado,La Paz,Calle Ovando_ Irpavi_ La Paz,5.0,3,600.0,3.0,440.0,3.0,635000.0,33.0
853,JB5B87,"VENDO HERMOSA CASA DE 3 PLANTAS, EN URB. BELLA VISTA, K5 A SACABA",Buen estado,Cochabamba,Urb. Bella Vista_ Sacaba_ Cochabamba,5.0,4,300.0,,272.0,1.0,179000.0,
854,G7B992,"Casas en preventa, Condominio Mirador los Olivos",En construcción,Santa Cruz,Av.Cristo Redentor km 8 1/2 _ cond. Mirador los Olivos_ Remanso_ Santa Cruz,4.0,3,171.0,2.0,1558.0,2.0,105500.0,1.0
855,X183DC,CASA EN VENTA EN EL CENTRO A 1 CUADRA DE LA PLAZUELA CALLEJAS,A reciclar,Santa Cruz,CALLE COBIJA_ Centro_ Santa Cruz,5.0,2,2118.0,1.0,1272.0,,119900.0,
856,S747A4,CASA DE 3 DORMITORIOS EN CONDOMINIO CASA CLUB NORTE EN VENTA,Buen estado,Santa Cruz,Zona Norte km 8_1/2 entrando por Mainter a 300 m. de la av. Banzer y cerca al Col. Cambrich_ Remanso_ Santa Cruz,3.0,3,150.0,1.0,105.0,2.0,80000.0,8.0
857,OE2C68,CASA EN VENTA EN EL URUBO A ESTRENAR,Excelente estado,Santa Cruz,ZONA NORTE URUBO_ Urubó_ Santa Cruz,4.0,3,420.0,2.0,200.0,1.0,199000.0,1.0
858,XA01F1,Casa en Venta en la Av. Melchor Pinto a 3 cuadras del 1er anillo,Buen estado,Santa Cruz,Calle Oliden Nro. 168 entre Av. Melchor Pinto y Calle Ballivian_ Centro_ Santa Cruz,5.0,3,210.0,2.0,258.0,2.0,165000.0,
859,C372C5,TOWN HOUSE EN VENTA...ZONA NORTE... SÓLO $50.000,A estrenar,Santa Cruz,Norte_ Santa Cruz,2.0,2,90.0,1.0,76.0,1.0,50000.0,1.0
860,YD2C97,CASA SOBRE AV EL REMANSO Z/NORTE,Buen estado,Santa Cruz,Remanso_ Santa Cruz,4.0,3,292.0,2.0,200.0,3.0,169000.0,16.0
861,E37668,CASA EN VENTA EN LA AV. SANTOS DUMONT - A ESTRENAR,A estrenar,Santa Cruz,Av. Santos Dumont 6to y 7mo anillo_ Sur_ Santa Cruz,4.0,3,159.0,2.0,185.0,2.0,116900.0,1.0
862,Y74946,CASA EN VENTA EN SEVILLA PINATAR - ZONA NORTE,Excelente estado,Santa Cruz,Km. 10 al norte_ Av. Internacional_ Norte_ Santa Cruz,3.0,2,257.0,1.0,115.0,2.0,106000.0,5.0
863,U1219C,CASA EN VENTA - URUBO (JARDINES DEL URUBO),Excelente estado,Santa Cruz,URUBO_ Urubó_ Santa Cruz,4.0,3,370.0,2.0,270.0,3.0,245000.0,8.0
864,D18175,"CASA EN VENTA A PRECIO DE TERRENO, EN AV. ALEMANA",A reciclar,Santa Cruz,Av. Alemana 3er y 4to anillo_ Norte_ Santa Cruz,3.0,2,240.0,1.0,216.0,1.0,130000.0,13.0
865,A1F119,Casa minimalista a ESTRENAR zona norte,A estrenar,Santa Cruz,9no anillo Av. Cristo Redentor_ Remanso_ Santa Cruz,4.0,3,157.0,2.0,203.0,2.0,129000.0,1.0
867,V43C74,HERMOSAS CASAS EN VENTA Z/SUR,A estrenar,Santa Cruz,Sur_ Santa Cruz,4.0,3,200.0,1.0,160.0,2.0,100000.0,
868,W66017,"CASA MIRAFLORES PARA CONSTRUCCION, NEGOCIO O VIVIENDA",Requiere mantenimiento,La Paz,Gerónimo soria_ Miraflores_ La Paz,5.0,3,226.0,3.0,268.0,,198000.0,
869,ID447C,Casa en VENTA zona sur,Buen estado,Santa Cruz,Avenida Blooming_ Sur_ Santa Cruz,3.0,2,140.0,1.0,180.0,2.0,77000.0,8.0
870,D49A95,CASA EN VENTA ZONA DOBLE VIA LA GUARDIA,A estrenar,Santa Cruz,Urbanización Los Piyos_ final Av. Moscú_ Doble via la guardia_ Santa Cruz,2.0,1,360.0,1.0,67.0,3.0,38000.0,2.0
871,Y988A3,CASA EN VENTA - CALLE LUIS LAVADENZ - ZONA NORESTE,Requiere mantenimiento,Santa Cruz,la ubicación de la propiedad esta entre el 2do y 1er anillo entre la alemana y mutualista. ingresando por Kolping._ Norte_ Santa Cruz,4.0,3,409.0,1.0,312.0,1.0,210000.0,
872,C8F752,CASAS EN PREVENTA EN EL URUBO- PROYECTO URUBO NORD,A estrenar,Santa Cruz,CARRETERA AL CUCHI_ Urubó_ Santa Cruz,3.0,3,210.0,2.0,153.0,1.0,150000.0,1.0
873,MECC7B,CASA COMERCIAL EN VENTA-TIQUIPAYA,Excelente estado,Cochabamba,CALLE JULIO RODRIGUEZ_ Tiquipaya_ Cochabamba,5.0,3,312.0,3.0,642.0,2.0,143000.0,6.0
874,I6BA09,CREDITO DIRECTO DE HERMOSAS CASAS EN VENTA - ZONA SATELITE,A estrenar,Santa Cruz,Satélite _ Norte_ Santa Cruz,2.0,1,108.0,1.0,81.0,1.0,33000.0,
875,e600B,MODERNA CASA A ESTRENAR EN COLINAS LA CAÑADA,A estrenar,Santa Cruz,Urubó_ Santa Cruz,4.0,3,830.0,2.0,431.0,3.0,350000.0,6.0
876,75E0A,Hermosa casa en venta barrio Cordecruz Sur,Buen estado,Santa Cruz,Calle San Sebastian_ Sur_ Santa Cruz,3.0,3,900.0,1.0,347.0,2.0,240000.0,25.0
877,DDC83,MODERNA CASA EN VENTA A ESTRENAR,A estrenar,Santa Cruz,AV.santos dumont C/ marino telchi a tres cuadras del 2do anillo_ Sur_ Santa Cruz,3.0,3,375.0,1.0,254.0,3.0,250000.0,4.0
878,82D03,Propiedad a estrenar,A estrenar,Santa Cruz,Condominio Santa Cruz de la Colina_ Urubó_ Santa Cruz,3.0,3,350.0,1.0,170.0,2.0,170000.0,5.0
879,FD66D,BELLA CASA EN BAJO SEGÜENCOMA,Excelente estado,La Paz,Bajo Següencoma_ Seguencoma_ La Paz,5.0,3,322.0,2.0,300.0,3.0,123456789.0,
880,68F38,"CASA EN ESQUINA zona ciudad del niño, urbanizacion ecologica, diseño funcional.",A estrenar,Cochabamba,Urbanizacion Ecologica_ zona ciudad del niño a 2 cuadra de la circunvalacion_ Tiquipaya_ Cochabamba,5.0,3,252.0,3.0,245.0,3.0,175000.0,5.0
881,821F2,Casa En Venta Ciudad Satélite,Excelente estado,La Paz,Ciudad Satélite_ El alto,5.0,3,200.0,2.0,250.0,3.0,189000.0,18.0
882,1DA2D,Casa a estrenar Valle Sanchez,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,2,335.0,,120.0,,65000.0,
883,"5,90E+93",casa,Buen estado,Cochabamba,"ZONA DE INKA RANCHO.Av_ Villazon Km. 7_1/2 de la altura del Surtidor ""QK"" BAJAR HACIA EL SUD 4 CUADRAS_ Sacaba_ Cochabamba",4.0,3,250.0,2.0,190.0,3.0,98000.0,6.0
884,563DF,"CASA EN VENTA ZONA NORTE ""CASA YA VENDIDA""",Excelente estado,Santa Cruz,Condominio Casa Club Norte Ingreso la Chonta Zona norte _ Norte_ Santa Cruz,3.0,2,170.0,1.0,140.0,2.0,69500.0,8.0
885,33C91,casa,Buen estado,Cochabamba,av blanco galindo km11 1/2 calle saavedra__ Quillacollo_ Cochabamba,4.0,2,210.0,1.0,180.0,1.0,92000.0,
886,CA405,Casa a estrenar en tiquipaya,A estrenar,Cochabamba,Av. Gualberto Villarroel casi Av. Chapisirca_ Tiquipaya_ Cochabamba,4.0,3,315.0,2.0,215.0,2.0,155000.0,6.0
887,7A572,EXTRANJERA VENDE POR VIAJE CASA en Condominio Privado,Excelente estado,Santa Cruz,Condominio Las Brisas Norte casa 55_ 8 1/2 anillo_ Zona Norte_ Remanso_ Santa Cruz,3.0,3,210.0,2.0,145.0,2.0,115000.0,10.0
888,F476B,vendo casa a estrenar,A estrenar,Santa Cruz,Este_ Santa Cruz,3.0,2,314.0,,115.0,,58000.0,
889,73AC6,CASA MINIMALISTAS PRECIOS DE PRE-VENTA. ZONA SUR,A estrenar,Santa Cruz,RADIAL 13 Y AV BOLIVIA_ Sur_ Santa Cruz,3.0,2,200.0,1.0,185.0,2.0,83000.0,
892,EB5291,CASA EN VENTA PARA VIVIENDA Y NEGOCIO,Excelente estado,Santa Cruz,alameda junin_ Oeste_ Santa Cruz,5.0,3,270.0,3.0,600.0,3.0,550000.0,
893,EBAB88,"CASA EN VENTA ZONA URUBÓ, CONDOMINIO Santa Cruz de la Colina",Excelente estado,Santa Cruz,Urubó_ Santa Cruz,3.0,3,402.0,2.0,285.0,3.0,225000.0,2.0
894,S55A9B,"CASA EN VENTA ZONA URUBÓ, CONDOMINIO Santa Cruz de la Colina",Excelente estado,Santa Cruz,Urubó_ Santa Cruz,3.0,3,402.0,2.0,285.0,3.0,225000.0,2.0
895,FF625E,HERMOSA CASA A ESTRENAR EN VENTA CON MUEBLERÍA DE REGALO,A estrenar,Santa Cruz,AV SANTOS DUMONT 6to Anillo _ Sur_ Santa Cruz,4.0,3,180.0,2.0,236.0,2.0,139000.0,2.0
896,N2B19A,LINDA CASA EN VENTA CON CRÉDITO FINANCIAMIENTO BANCARIO,Excelente estado,Santa Cruz,ubicado en octavo anillo tres paso al frente_ Este_ Santa Cruz,4.0,2,300.0,1.0,200.0,1.0,85000.0,
897,Y568F7,CASA EN VENTA COND SEVILLA EL BOSQUE,Excelente estado,Santa Cruz,KM 10 al Norte_ Condominio Sevilla El Bosque_ Norte_ Santa Cruz,3.0,3,198.0,1.0,109.0,1.0,100000.0,7.0
898,EEC082,"Casa en venta de 4 dormitorios, zona norte Condominio Villa del Milagro",Excelente estado,Santa Cruz,Av. Radial 26 5to anillo_ Norte_ Santa Cruz,5.0,3,24645.0,2.0,312.0,2.0,220000.0,
899,U8BC21,CASAS EN PREVENTA EN MAR ADENTRO,A estrenar,Santa Cruz,Mar Adentro_ Urubó_ Santa Cruz,3.0,2,300.0,1.0,125.0,2.0,89900.0,0.0
900,H5EA4B,CASA EN VENTA EN CONDOMINIO ZONA NORTE,Buen estado,Santa Cruz,Condomio sevilla terrazas _ Norte_ Santa Cruz,3.0,3,40229.0,1.0,15565.0,2.0,108000.0,
901,YF2B58,CASA EN VENTA - Condominio Jardines del Norte V,Excelente estado,Santa Cruz,Condominio Jardines del Norte V_ Norte_ Santa Cruz,3.0,3,179.0,2.0,179.0,2.0,220000.0,4.0
902,R8D395,CASA EN VENTA BARRIO “URBARÍ” - ZONA OESTE,Buen estado,Santa Cruz,Av. Piraí _ Urbari_ Santa Cruz,4.0,3,345.0,2.0,271.0,1.0,280000.0,16.0
903,P57573,CASA EN VENTA A ESTRENAR EN CONDOMINIO ZONA NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,145.0,2.0,148.0,2.0,95000.0,1.0
904,VE99B1,Casa en Venta Equipada zona norte condominio Sevilla Real,A estrenar,Santa Cruz,Av Banzer y g77_ Norte_ Santa Cruz,3.0,3,183.0,2.0,156.0,2.0,143500.0,5.0
905,EFD0D0,CASA AMPLIA COLONIAL PROX. AMERICA OESTE FINAL 465 m2,Requiere mantenimiento,Cochabamba,PROX. AMERICA OESTE FINAL _ Sarcobamba_ Cochabamba,4.0,3,465.0,2.0,265.0,2.0,229800.0,33.0
906,PBE0C1,En venta Casa de Lujo Totalmente amoblada Condominio la Hacienda del Urubo,Excelente estado,Santa Cruz,Urubo condominio la hacienda del Urubo _ Urubó_ Santa Cruz,4.0,3,732.0,2.0,562.0,3.0,850000.0,2.0
908,FCD166,ZONA SUR - SANTOS DUMONT 4TO ANILLO CASA EN VENTA,A estrenar,Santa Cruz,RADIAL 13_ Sur_ Santa Cruz,5.0,3,360.0,2.0,320.0,3.0,209000.0,3.0
909,AE3BAF,"CASA EN VENTA, ACHUMANI",A estrenar,La Paz,Suiza II_ Achumani_ La Paz,3.0,3,300.0,2.0,330.0,3.0,210000.0,
910,F60DDA,CASAS EN VENTA A ESTRENAR COND. COLONIAL NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,145.0,2.0,148.0,2.0,95000.0,2.0
911,RE6022,"URUBO GOLF , CASA IMPONENTE",A estrenar,Santa Cruz,CONDOMINIO URUBO GOLF_ Urubó_ Santa Cruz,4.0,3,1038.0,2.0,580.0,3.0,825000.0,
913,AD31E1,HERMOSAS CASAS A LA VENTA EN ZONA NORTE - URBANIZACION NORTE VERDE,A estrenar,Santa Cruz,Urbanización NORTE VERDE_ AV. LOS TOBOROCHIS Ingresando por el km 8.5 de la Av. BANZER_ al frente de la chonta._ Norte_ Santa Cruz,3.0,2,300.0,1.0,106.0,1.0,73000.0,1.0
