index,referencia,titulo_anuncio,estado_casa,departamento,ubicacion,nro_habitaciones,nro_baño,m2_terreno,nro_plantas,m2_edificados,nro_garajes,precio_venta,antiguedad
125,PEE88,Casa y galpón en terreno de 630mt2,Excelente estado,Santa Cruz,Av. St. Dumont y 7 Anillo. A una cuadra de la Doble Via St. Dumont._ Sur_ Santa Cruz,2.0,2,630.0,2.0,630.0,2.0,140000.0,5.0
126,O3BD5,CASA A ESTRENAR,A estrenar,Santa Cruz,Este_ Santa Cruz,3.0,3,220.0,,122.0,,65500.0,
127,O1A0E,"Casa independiente sobre Av. pavimentada, barrio Paraíso de la ciudad de Cobija",Excelente estado,Otro,Calle Flor de Patujú s/n_ Cobija_ Cobija,5.0,3,360.0,2.0,246.0,1.0,135000.0,10.0
128,VBA85,Venta Hermosa Casa,Excelente estado,Santa Cruz,Norte_ Santa Cruz,3.0,3,460.0,,365.0,,480000.0,
129,XAFEB,Casa en condominio zona norte,Excelente estado,Santa Cruz,Norte_ Santa Cruz,4.0,3,988.0,2.0,504.0,2.0,345000.0,
130,C0450,Casa Plan 3 mil zona mercado Guapuru,Buen estado,Santa Cruz,Urbanizacion El *** _ Sur_ Santa Cruz,3.0,1,360.0,1.0,125.0,1.0,63000.0,13.0
131,C5CD0,Casas a estrenar en venta,A estrenar,Santa Cruz,Pentaguazu 1_ av. Monte Carmelo_ Ciudadelas_ Santa Cruz,2.0,1,71.0,1.0,50.0,1.0,35200.0,4.0
132,88932,"VENDO MI CASA, 360000 dolares 71659136",Excelente estado,Santa Cruz,calle los pinos #4_ Equipetrol_ Santa Cruz,4.0,3,159.0,3.0,254.0,2.0,360000.0,15.0
133,181B4,"Casa obra gruesa sobre terreno de 456m en urbanizacion Bisa, zona la Tamborada",A estrenar,Cochabamba,Urb. Bisa_ Pukara Grande_ Zona la Tamborada (a 1km del puente de la Tamborada)_ Centro_ Cochabamba,4.0,3,456.0,3.0,192.0,1.0,110000.0,7.0
134,25175,"Condominio Valle de Cartago, Zona Norte Av G77",Excelente estado,Santa Cruz,Condominio Valle de Cartago_ zona Av G77_ Norte_ Santa Cruz,3.0,3,390.0,2.0,150.0,2.0,120000.0,3.0
135,P18EB1,Condominio SANTA CRUZ DE LA COLINA (FASE 2) Casa en venta 4 Dormitorios,Excelente estado,Santa Cruz,Cond. Santa Cruz de la Colina Fase II_ Mnz16 Casa 2A_ Urubó_ Santa Cruz,4.0,3,523.0,1.0,220.0,2.0,195000.0,7.0
136,FB4F7E,Condominio Asai 2 Doble via la guardia KM 9 1/2,Excelente estado,Santa Cruz,Doble via la guardia_ Santa Cruz,3.0,3,334.0,1.0,205.0,2.0,131000.0,5.0
137,GD9D02,Condominio Sevilla los jardines,Sin Definir,Santa Cruz,Norte_ Santa Cruz,3.0,2,220.0,,115.0,2.0,92000.0,6.0
138,I9005B,"Condominio cerrado ASAI NORTE 2, Av. Banzer km 8 1/2 entrando por Mainter",Sin Definir,Santa Cruz,Remanso_ Santa Cruz,,3,160.0,,140.0,2.0,95500.0,1.0
139,C81478,Casa en Palma verde lista para mudarse!,Sin Definir,Santa Cruz,Este_ Santa Cruz,3.0,3,300.0,,154.0,2.0,86000.0,23.0
140,SFC922,"¡CASA EN VENTA, IDEAL PARA OFICINA O NEGOCIO!",Buen estado,Santa Cruz,Calle Horacio Ríos y Av. Suarez Arana_ entre 1er y 2do Anillo. _ Centro_ Santa Cruz,5.0,3,165410.0,2.0,273.0,2.0,170000.0,
141,P6D0DA,Sequoia Aranjuez,Excelente estado,La Paz,Aranjuez_ La Paz,4.0,3,531.0,2.0,450.0,3.0,490000.0,10.0
142,IC48A2,Calle Ballivian 536,Sin Definir,Santa Cruz,Centro_ Santa Cruz,5.0,3,,3.0,672.0,,355000.0,12.0
143,M3C6F0,"Hermosa casa en Urbanización Kaoba zona norte, a estrenar",A estrenar,Santa Cruz,Remanso_ Santa Cruz,4.0,3,170.0,2.0,166.0,2.0,95000.0,2.0
145,ZA5679,Av Pirai / 5to anillo vendo amplia casa en condominio cerrado,A estrenar,Santa Cruz,5to anillo y av pirai_ Oeste_ Santa Cruz,4.0,3,273.0,1.0,168.0,2.0,112000.0,
146,Y504AE,COMODA CASA EN VENTA 5TO ANILLO PIRAI,Excelente estado,Santa Cruz,PIRAI 5TO ANILLO_ Oeste_ Santa Cruz,3.0,3,217.0,2.0,180.0,3.0,192000.0,7.0
147,P49557,CASA TIPO TOWN HOUSE EN VENTA,Excelente estado,Santa Cruz,Entre San Martín y Canal Isuto – Villa Brígida_ Norte_ Santa Cruz,3.0,3,165.0,2.0,300.0,2.0,219000.0,4.0
148,QA32FA,"Casa en venta, sobre avenida, zona norte.",Excelente estado,Santa Cruz,6to anillo entre av. alemana y av. 2 de agosto. _ Norte_ Santa Cruz,5.0,3,560.0,2.0,632.0,3.0,410000.0,
149,S7F6E9,Condominio Natural Village casas en preventa zona norte.,A estrenar,Santa Cruz,Km 8 1/2 Entrando por Mainter._ Norte_ Santa Cruz,3.0,3,185.0,2.0,140.0,1.0,77000.0,1.0
150,I23576,Espectacular y bella casa en venta Las Palmas.,Excelente estado,Santa Cruz,Las Palmas Calle Barcelona_ Oeste_ Santa Cruz,5.0,3,600.0,2.0,594.0,3.0,780000.0,13.0
151,IF05DE,Casa en venta zona norte Remanso III Noveno Anillo.,A estrenar,Santa Cruz,9no anillo_ Norte_ Santa Cruz,3.0,3,150.0,2.0,145.0,2.0,116000.0,1.0
152,U73534,VIRGEN DE COTOCA- URBANIZACION EL MUNDO,A estrenar,Santa Cruz,Urbanizacion el mundo _ Oeste_ Santa Cruz,4.0,3,160.0,1.0,133.0,,89500.0,1.0
153,QB041C,CASA PIRAI 6TO ANILLO,Excelente estado,Santa Cruz,pirai_ Oeste_ Santa Cruz,3.0,3,195.0,1.0,155.0,2.0,135000.0,5.0
154,OF243F,CASA DE LUJO AL NORTE,Buen estado,Santa Cruz,4to anillo_ Norte_ Santa Cruz,4.0,3,480.0,2.0,600.0,2.0,580000.0,11.0
155,Z31811,Norte km 8½ Condominio Cerrado,A estrenar,Santa Cruz,Km 8½ norte_ Remanso_ Santa Cruz,4.0,3,160.0,2.0,176.0,2.0,119000.0,1.0
156,X750DB,"Casas en Pre-Venta en ""CONDOMINIO URUBÓ NORD""",A estrenar,Santa Cruz,Urubo_ Urubó_ Santa Cruz,3.0,3,210.0,2.0,153.0,2.0,145000.0,1.0
157,R36C31,CASA EN VENTA EN COLINAS DEL URUBO SECTOR 2,Excelente estado,Santa Cruz,URUBO_ Urubó_ Santa Cruz,5.0,3,1595.0,2.0,802.0,3.0,1200000.0,8.0
158,X4648C,CASAS EN VENTA ZONA ESTE EN CONDOMINIO,A estrenar,Santa Cruz,Este_ Santa Cruz,,3,182.0,2.0,130.0,2.0,80000.0,1.0
159,IFA4C4,CASA EN VENTA B/ LAS PALMAS. Próximo al Col. Americano,Excelente estado,Santa Cruz,Las Palmas_ Oeste_ Santa Cruz,4.0,3,596.0,2.0,600.0,2.0,600000.0,21.0
160,TCAE78,"Tu Casa c/DISEÑO INTERIOR : Linda! PRE-VENTA $ 135,300",En construcción,Santa Cruz,Km 8½ norte_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,180.0,2.0,,1.0
161,HF3957,CASA EN VENTA EN CONDOMINIO LA FONTANA LA RIVIERA 1,Buen estado,Santa Cruz,Norte_ Santa Cruz,3.0,2,266.0,1.0,86.0,2.0,87000.0,8.0
162,MDAB02,EN CONDOMINIO NORTE,Buen estado,Santa Cruz,CONDOMINIO POLO COUNTRY CLUB _ Norte_ Santa Cruz,3.0,3,1050.0,1.0,264.0,3.0,155000.0,23.0
163,O6731D,"CASA EN VENTA ZONA SUR, 2do ANILLO STOS DUMONT",Buen estado,Santa Cruz,Sur_ Santa Cruz,4.0,3,350.0,2.0,287.0,2.0,280000.0,18.0
164,XACD82,Casa de lujo 4 dormitorios en suite Barrio Norte,Excelente estado,Santa Cruz,4to anillo y avenida Cristo Redentor_ Norte_ Santa Cruz,5.0,3,486.0,2.0,453.0,3.0,690000.0,9.0
165,CE107F,CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO,Excelente estado,Santa Cruz,Santa Cruz la vieja_ Urubó_ Santa Cruz,4.0,3,450.0,2.0,450.0,3.0,410000.0,1.0
166,T7E9DB,A ESTRENAR Z-NORTE,A estrenar,Santa Cruz,8VO ANILLO AV BENI _ Norte_ Santa Cruz,4.0,3,210.0,2.0,250.0,3.0,125000.0,
167,H176E7,EDIFICIO EN VENTA - RENTABILIDAD ANUAL 9%,A estrenar,Santa Cruz,6TO Y 7MO SANTOS DUMONT _ Sur_ Santa Cruz,5.0,3,252.0,3.0,390.0,3.0,275000.0,1.0
168,P28083,"CASA EN VENTA EN ZONA SUR, BARRIO EL TAJIBO",Excelente estado,Santa Cruz,Sur_ Santa Cruz,4.0,3,290.0,2.0,360.0,2.0,128000.0,5.0
169,J12D86,CASA EN VENTA ZONA SUR,Requiere mantenimiento,Santa Cruz,Sur_ Santa Cruz,5.0,2,420.0,1.0,242.0,2.0,99000.0,33.0
170,XA9AF1,HERMOSA Y AMPLIA CASA EN ZONA NORTE,Excelente estado,Santa Cruz,4to anillo y avenida Cristo Redentor_ Norte_ Santa Cruz,4.0,3,480.0,2.0,560.0,3.0,560000.0,13.0
171,B343EE,CASA EN VENTA ZONA NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,2,180.0,2.0,120.0,2.0,87500.0,0.0
172,U11A94,hermosa casa en venta,A estrenar,Santa Cruz,7mo anillo_ Norte_ Santa Cruz,3.0,2,180.0,2.0,160.0,2.0,89000.0,2.0
173,P2FE80,Casa en venta zona norte 4to anillo,Excelente estado,Santa Cruz,4to anillo_ Norte_ Santa Cruz,5.0,3,494.0,2.0,537.0,3.0,620000.0,3.0
174,KF63E6,CASA EN VENTA AV. BENI ENTRE 8VO Y 9NO ANILLO,Excelente estado,Santa Cruz,Entre 9avo y 9no anillo_ Norte_ Santa Cruz,3.0,3,210.0,2.0,174.0,2.0,95000.0,4.0
175,UD2D0A,CASA EN VENTA EN ZONA NORTE,A estrenar,Santa Cruz,Remanso_ Santa Cruz,3.0,3,210.0,2.0,143.0,2.0,120000.0,0.0
176,WEEF2D,Casa en Barrio Las Palmas en venta.,Excelente estado,Santa Cruz,Barrio Las Palmas_ Oeste_ Santa Cruz,5.0,3,315.0,2.0,390.0,2.0,269800.0,2.0
177,K37F31,LA HACIENDA DEL URUBO,Buen estado,Santa Cruz,LA HACIENDA DEL URUBO _ Urubó_ Santa Cruz,4.0,3,790.0,1.0,384.0,3.0,495000.0,
178,MC2921,Hermosa casa en venta en Barrio Urbarí – Sobre Alameda,Excelente estado,Santa Cruz,Urbari_ Urbari_ Santa Cruz,4.0,3,453.0,2.0,450.0,3.0,359000.0,4.0
179,N4B08C,Casa en venta zona oeste,Buen estado,Santa Cruz,Barrio Santa Rosita zona oeste_ Oeste_ Santa Cruz,4.0,3,434.0,1.0,290.0,1.0,225000.0,29.0
180,J24C42,VENTA CASA 2 PLANTAS - ZONA OESTE,Excelente estado,Santa Cruz,DOBLE VIA_ Doble via la guardia_ Santa Cruz,4.0,3,151.0,2.0,185.0,2.0,125000.0,14.0
181,WDB126,PRE VENTAS CASAS EN COND. DOBLE VIA LA GUARDIA,En construcción,Santa Cruz,8vo anillo doble via la guardia_ Doble via la guardia_ Santa Cruz,3.0,3,150.0,2.0,135.0,2.0,106000.0,0.0
182,F79FBE,G77- CASA EN VENTA,Buen estado,Santa Cruz,G77_ Norte_ Santa Cruz,3.0,3,220.0,2.0,150.0,2.0,100000.0,4.0
183,EE8C26,CASAS EN VENTA ZONA NORTE,A estrenar,Santa Cruz,Norte_ Santa Cruz,3.0,3,180.0,2.0,120.0,2.0,87500.0,1.0
184,EB2BAB,CASA EN CONDOMINIO - BANZER,Buen estado,Santa Cruz,AV. BANZER SEXTO ANILLO_ Norte_ Santa Cruz,3.0,3,200.0,2.0,180.0,2.0,160000.0,
185,U3CE7D,B. COLORADA 4TO ANILLO,Buen estado,Santa Cruz,4to anillo B. COLORADA- Radial 13 _ Sur_ Santa Cruz,4.0,1,242.0,1.0,120.0,2.0,85000.0,17.0
186,L75266,COLINAS SECTOR PARAISO,Excelente estado,Santa Cruz,URUBO COLINAS SECTOR PARAISO _ Urubó_ Santa Cruz,5.0,3,2085.0,2.0,850.0,3.0,1200000.0,
187,EFC73D,"CASA EN VENTA ZONA NORTE, REMANSO 2",Excelente estado,Santa Cruz,Remanso_ Santa Cruz,3.0,3,210.0,2.0,186.0,2.0,120000.0,13.0
188,R7FEAD,CASA EN VENTA EN EQUIPETROL,Excelente estado,Santa Cruz,equipetrol _ Equipetrol_ Santa Cruz,3.0,3,340.0,2.0,360.0,2.0,348000.0,18.0
189,L94945,CASA EN DOBLE VIA A LA GUARDIA KM14,A estrenar,Santa Cruz,La Guardia_ La Guardia,3.0,2,2.0,1.0,110.0,2.0,53000.0,3.0
190,O89CC3,HERMOSA CASA A ESTRENAR EN ZONA NORTE REMANSO.,A estrenar,Santa Cruz,Remanso_ Norte_ Santa Cruz,3.0,2,200.0,1.0,106.0,2.0,69900.0,1.0
191,D1DBE2,Casa en venta avenida Alemana 7mo anillo,Excelente estado,Santa Cruz,Av. Alemana_ 7mo. Anillo_ Norte_ Santa Cruz,3.0,3,225.0,2.0,212.0,2.0,130000.0,8.0
192,V225F7,CASA EN VENTA CONDOMINIO LE PARC AV. RADIAL 26 ENTRE 5TO Y 6TO ANILLO,A estrenar,Santa Cruz,Radial 26 entre 5to y 6to anillo_ Norte_ Santa Cruz,4.0,3,300.0,2.0,275.0,2.0,230000.0,2.0
193,J6356C,URUBO-COLINAS LA CAÑADA,Excelente estado,Santa Cruz,CONDOMINIO LA CAÑADA_ Urubó_ Santa Cruz,4.0,3,750.0,2.0,400.0,3.0,430000.0,5.0
194,SECD16,CONDOMINIO COLINAS DEL URUBO SECTOR 1,Excelente estado,Santa Cruz,COLINAS SECTOR 1_ Urubó_ Santa Cruz,3.0,3,750.0,2.0,590.0,3.0,650000.0,9.0
195,Y9093D,"Zona Norte, Casa de 4 Dorm en Venta",A estrenar,Santa Cruz,Remanso_ Santa Cruz,4.0,3,160.0,2.0,196.0,2.0,123000.0,1.0
196,VCF357,CURUPAU NORTE- CASAS EN VENTA,A estrenar,Santa Cruz,Av. alemana pasado el 8vo. anillo _ Norte_ Santa Cruz,3.0,3,180.0,1.0,95.0,2.0,78000.0,1.0
197,FFB61A,Casa en venta en Urbanización San Rafael Norte,Excelente estado,Santa Cruz,7mo anillo Canal Pedro Velez_ Norte_ Santa Cruz,3.0,3,167.0,2.0,167.0,2.0,110000.0,2.0
198,DB6EA5,ALEMANA Y AV. CLARACUTA 8vo. ANILLO- CASA EN VENTA,A estrenar,Santa Cruz,8vo. anillo entre av. Alemana y av. Claracuta _ Norte_ Santa Cruz,3.0,3,190.0,2.0,155.0,2.0,104000.0,1.0
199,F115E4,Hermosa Casa en Venta (Condominio Múnich),Excelente estado,Santa Cruz,Avenida Beni 8avo anillo_ Norte_ Santa Cruz,,3,248.0,1.0,337.0,2.0,265000.0,4.0
200,I9853A,OPORTUNIDAD DE INVERSIÓN A PRECIO DE TERRENO Equipetrol Av. San Martin,Excelente estado,Santa Cruz,Equipetrol Avenida San Martin_ Equipetrol_ Santa Cruz,4.0,3,314.0,2.0,250.0,1.0,345000.0,9.0
201,V2721C,Casa de Lujo en PreVenta en exclusivo Condominio Rio Sierra Urubo,A estrenar,Santa Cruz,Rio Sierra Urubo_ Urubó_ Santa Cruz,3.0,3,1200.0,3.0,540.0,3.0,642200.0,0.0
202,V7F7BD,CASA EN VENTA EN CONDOMINIO ZONA NORTE.,Excelente estado,Santa Cruz,km 10_ Norte_ Santa Cruz,3.0,3,195.0,1.0,170.0,2.0,119000.0,5.0
203,D4973F,CASA EN VENTA IDEAL PARA NEGOCIO CON TIENDAS,Excelente estado,Santa Cruz,AV. ALEMANA Y MUTUALISTA_ Norte_ Santa Cruz,3.0,3,158.0,2.0,198.0,2.0,175000.0,11.0
204,P9EB0C,Hermosa casa en venta Barrio Urbarí.,Excelente estado,Santa Cruz,Urbarí Avenida Barrientos_ Urbari_ Santa Cruz,3.0,3,700.0,2.0,404.0,2.0,450000.0,13.0
205,V1936A,Hermosa casa en venta en Jardines del Urubo II,Excelente estado,Santa Cruz,Jardines del Urubo II_ Urubó_ Santa Cruz,3.0,3,268.0,2.0,250.0,2.0,195000.0,3.0
206,VACF57,Hermosas casas en venta Condominio Colonial Norte I,A estrenar,Santa Cruz,Km 10_ Norte_ Santa Cruz,3.0,3,145.0,2.0,148.0,2.0,95000.0,1.0
207,Q5A692,CASA EN VENTA ZONA NORTE AV. ALEMANA,Excelente estado,Santa Cruz,7mo. Y 8vo. ANILLO_ Norte_ Santa Cruz,3.0,3,216.0,2.0,233.0,2.0,220000.0,8.0
208,U571AE,Casa en venta zona norte Condominio Terranova,Excelente estado,Santa Cruz,7mo anillo_ Norte_ Santa Cruz,3.0,3,250.0,2.0,170.0,2.0,150000.0,5.0
209,Q25F56,HERMOSA CASA COMERCIAL EN VENTA.,Excelente estado,Santa Cruz,Av. Doble vía a la Guardia Entre 6to y 7mo anillo_ Oeste_ Santa Cruz,5.0,3,2189.0,2.0,1140.0,3.0,1290000.0,13.0
210,AE8AFD,CASA EN VENTA LADO CONDOMINIO BUGANVILLAS.,Excelente estado,Santa Cruz,3er. y 4to. anillo_ Zona Roca y Coronado2_ Oeste_ Santa Cruz,3.0,3,181.0,2.0,165.0,1.0,210000.0,8.0
211,OD8293,"CASA EN VENTA Y/O ALQUILER CONDOMINIO ""LAS PALMERAS""",Excelente estado,Santa Cruz,4to y 5to ANILLO ENTRE RADIALES 26 Y 27_ Norte_ Santa Cruz,3.0,3,202.0,2.0,198.0,2.0,169800.0,8.0
212,G1A764,"Casa fuera de Condominio Zona Norte, 6to Anillo Av. Pedro Vélez",Excelente estado,Santa Cruz,6to Anillo Av. Pedro Vélez_ Norte_ Santa Cruz,5.0,3,720.0,2.0,660.0,3.0,460000.0,3.0
213,C422FB,HERMOSA CASA EN SEVILLA LAS TERRAZAS,Excelente estado,Santa Cruz,Km 10_ Norte_ Santa Cruz,3.0,1,197.0,1.0,95.0,1.0,87000.0,13.0
214,A9BC7A,Casa en venta en Urbanización Valle Azul (Avenida Banzer 7mo anillo),Excelente estado,Santa Cruz,Avenida Cristo Redentor 7mo anillo_ Norte_ Santa Cruz,4.0,3,312.0,2.0,356.0,3.0,228000.0,14.0
215,ED716D,En Venta Casa Comercial de 4 dormitorios sobre avenida,Excelente estado,Santa Cruz,Av. Radial 13 entre 5to y 6to Anillo_ Sur_ Santa Cruz,4.0,3,353.0,1.0,373.0,3.0,230000.0,26.0
216,NC1781,EN PLENA ESQUINA CASA EN VENTA.HAMACAS Z/NORTE,Excelente estado,Santa Cruz,Barrio Hamacas Calle Rurrenabaque esq. Calle Rio Forus_ Norte_ Santa Cruz,4.0,3,445.0,2.0,530.0,3.0,470000.0,6.0
217,R79891,CONDOMINIO JOINVILLE 8vo Anillo Av. Beni,A estrenar,Santa Cruz,8avo anillo Beni_ Norte_ Santa Cruz,4.0,3,225.0,2.0,206.0,3.0,155900.0,1.0
218,YC9300,En venta casa en Las Palmas,Excelente estado,Santa Cruz,Las Palmas calle Tobite_ Oeste_ Santa Cruz,5.0,3,1053.0,2.0,606.0,3.0,725000.0,21.0
219,WFD2D7,Norte! Cerca de todo! CONDOMINIO FLORENCIA,Excelente estado,Santa Cruz,Condominio Florencia UV 69 _ Norte_ Santa Cruz,3.0,3,436.0,2.0,295.0,3.0,285000.0,8.0
220,YDD870,Hermosa Casa en Venta en Colinas del Urubo Sector 2,Excelente estado,Santa Cruz,Colinas del Urubo Sector 2_ Urubó_ Santa Cruz,5.0,3,1541.0,1.0,900.0,3.0,995000.0,6.0
221,M1FC6F,CASA DE LUJO EN VENTA av. Las Américas esq. Andrés Manso,Excelente estado,Santa Cruz,Av. Las Américas esq. Andrés Manso_ Sur_ Santa Cruz,5.0,3,970.0,2.0,700.0,3.0,1050000.0,21.0
222,OCAE61,CASA EN VENTA - ZONA NORTE-BARCELÓ KM 9,Excelente estado,Santa Cruz,Km 9_ Norte_ Santa Cruz,4.0,3,300.0,2.0,220.0,3.0,190000.0,
223,J4DD1E,Encantadora casa Condominio Barrio Norte en Venta/Alquiler,Excelente estado,Santa Cruz,4to anillo y avenida Cristo Redentor_ Norte_ Santa Cruz,4.0,3,417.0,2.0,578.0,3.0,580000.0,4.0
224,IC9AC4,PRE-VENTA / ZONA NORTE: Casas de 4 Dormitorios,A estrenar,Santa Cruz,Av. Banzer km 8 ½_ Norte_ Santa Cruz,4.0,3,253.0,2.0,190.0,2.0,100500.0,
225,U7BB7F,"Casa en Venta Barrio El Remanso, Zona Norte",Excelente estado,Santa Cruz,Remanso_ Norte_ Santa Cruz,3.0,3,300.0,2.0,278.0,2.0,185000.0,4.0
226,S9488E,Linda casa en venta en Rio Sierra Urubo,Excelente estado,Santa Cruz,Rio Sierra Urubo_ Urubó_ Santa Cruz,3.0,3,625.0,2.0,400.0,3.0,390000.0,3.0
227,K990D8,CASA EN VENTA CONDOMINIO LE PARC COSTANERA CLUB,A estrenar,Santa Cruz,AV. RADIAL 26 ENTRE 5to. Y 6to. ANILLO_ Norte_ Santa Cruz,4.0,3,417.0,2.0,422.0,3.0,395000.0,2.0
228,P8CFB0,HERMOSA CASA EN COLINAS 2 - URUBÓ,Excelente estado,Santa Cruz,Colinas Urubo 2_ Urubó_ Santa Cruz,4.0,3,1538.0,1.0,620.0,3.0,890000.0,2.0
229,Z8F877,HERMOSA CASA EN VENTA COLINAS URUBO II,Excelente estado,Santa Cruz,Colinas Urubo II_ Urubó_ Santa Cruz,4.0,3,1507.0,2.0,500.0,3.0,790000.0,5.0
230,J75A52,Casa en condominio Río Sierra Urubo,A estrenar,Santa Cruz,Condominio Rio Sierra_ Urubó_ Santa Cruz,3.0,3,686.0,2.0,353.0,2.0,348000.0,2.0
231,T7CA1E,CASA DE LUJO EN VENTA EN EQUIPETROL NORTE.,Excelente estado,Santa Cruz,Equipetrol Norte_ Norte_ Santa Cruz,4.0,3,304.0,1.0,210.0,3.0,310000.0,3.0
232,UC8781,VENTA CASA NORTE - 3 DORM EN SUITE,Excelente estado,Santa Cruz,AV. BENI Y 5TO ANILLO_ Norte_ Santa Cruz,3.0,3,309.0,2.0,320.0,2.0,338000.0,5.0
233,O2FA9F,"CASA DE LUJO EN EL URUBÓ ""Condominio Danta Cruz lanvieja""",Excelente estado,Santa Cruz,Condominio Santa Cruz la Vieja _ Urubó_ Santa Cruz,4.0,3,554.0,2.0,500.0,3.0,410000.0,1.0
234,SC6FB2,MONOAMBIENTE AMOBLADO EQUIPETROL,A estrenar,Santa Cruz,SAN MARTIN 3ER ANILLO EXTERNO C.AZUCENAS_ Equipetrol_ Santa Cruz,,1,41.0,3.0,41.0,,52000.0,2.0
235,T20401,LUJOSA CASA COND. RIO SIERRA - URUBO,Excelente estado,Santa Cruz,condominio Rio sierra _ Urubó_ Santa Cruz,4.0,3,625.0,2.0,400.0,3.0,390000.0,3.0
236,F8919D,Zona norte Casa en Venta (Asai),A estrenar,Santa Cruz,Zona Norte km 8½ Banzer (Zona Col. Cambridge)_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,162.0,2.0,112900.0,1.0
237,NF7B17,hermosa casa en Urubo,Excelente estado,Santa Cruz,urubo_ Urubó_ Santa Cruz,5.0,3,1500.0,2.0,900.0,3.0,990000.0,4.0
238,J948B4,8vo anillo alemana,Buen estado,Santa Cruz,8vo anillo Av. Alemana _ Norte_ Santa Cruz,3.0,3,360.0,1.0,120.0,3.0,120000.0,
239,GE8E3B,CASA EN VENTA - BARRIO URBARI,Excelente estado,Santa Cruz,ARUMA_ Urbari_ Santa Cruz,3.0,3,548.0,1.0,272.0,3.0,390000.0,
240,Y5E169,OFERTA 4TO ANILLO Z-NORTE COND EL BOSQUE,Excelente estado,Santa Cruz,SOBRE RADIAL 26 _ 4TO Y 5TO ANILLO _ Norte_ Santa Cruz,3.0,3,288.0,1.0,130.0,2.0,159000.0,15.0
241,A0FA1C,hermosa casa a estrenar Hacienda del urubo,En construcción,Santa Cruz,urubo_ Urubó_ Santa Cruz,4.0,3,771.0,1.0,535.0,3.0,690000.0,1.0
242,S95FD3,Casa en Condominio (Zona Norte km 8½) Hermosas áreas sociales,A estrenar,Santa Cruz,Km 8½ Zona Norte_ Remanso_ Santa Cruz,3.0,3,160.0,2.0,161.0,2.0,112900.0,1.0
243,FAD930,COND. JARDINES DEL URUBO II,Excelente estado,Santa Cruz,CONDOMINIO JARDINES DEL URUBO II_ Urubó_ Santa Cruz,3.0,3,269.0,1.0,180.0,2.0,220000.0,7.0
244,UE2A85,PLATINIUM II - 2DORM PISO 10,A estrenar,Santa Cruz,4TO ANILLO SAN MARTIN _ Equipetrol_ Santa Cruz,2.0,1,73.0,3.0,73.0,1.0,98750.0,3.0
245,Y24B49,CASA EN VENTA - BARRIO LAS PALMAS,Buen estado,Santa Cruz,Las palmas_ Santa Cruz,3.0,3,240.0,1.0,223.0,2.0,245000.0,
246,Q8A79F,CASA DE LUJO EN EL URUBÓ- CONDOMINIO CERRADO,A estrenar,Santa Cruz,"URUBÓ ""Urbanización cerrada Santa Cruz la vieja""_ Urubó_ Santa Cruz",3.0,3,453.0,2.0,374.0,3.0,359000.0,1.0
247,Z84776,Linda Casa al norte,A estrenar,Santa Cruz,banzer_ Norte_ Santa Cruz,3.0,3,182.0,2.0,290.0,2.0,170000.0,2.0
248,N54532,CASA OESTE,A estrenar,Santa Cruz,6to anillo_ Oeste_ Santa Cruz,3.0,3,170.0,2.0,134.0,2.0,124000.0,6.0
249,F57EE0,CASA EN VENTA - REMANSO,Excelente estado,Santa Cruz,REMANSO - AV. BANZER_ Norte_ Santa Cruz,4.0,3,420.0,2.0,260.0,3.0,190000.0,
250,S48132,URUBO LA CAÑADA,Buen estado,Santa Cruz,URUBO LA CAÑADA_ Urubó_ Santa Cruz,4.0,3,750.0,2.0,450.0,3.0,450000.0,3.0
251,TB1922,COLINAS DEL URUBO SECTOR LA CAÑADA,Buen estado,Santa Cruz,COND. LA CAÑADA _ Urubó_ Santa Cruz,4.0,3,750.0,1.0,400.0,3.0,450000.0,3.0
252,HD3B7B,Pre Venta HERMOSA CASA ( Urubó),En construcción,Santa Cruz,Condominio Santa Cruz la Vieja _ Urubó_ Santa Cruz,3.0,3,453.0,2.0,378.0,3.0,339000.0,1.0
253,U5C884,hermosa casa en venta,Buen estado,Santa Cruz,Beni 2do anillo_ Norte_ Santa Cruz,5.0,3,605.0,2.0,615.0,3.0,450000.0,9.0
254,5AC75,HERMOSA CASA NORTE,Excelente estado,Santa Cruz,KM 11 NORTE_ Norte_ Santa Cruz,5.0,3,1100.0,2.0,517.0,2.0,280000.0,11.0
255,B63376,CASA EN VENTA - URUBO,Excelente estado,Santa Cruz,URUBO _ Urubó_ Santa Cruz,4.0,3,690.0,3.0,270.0,3.0,267000.0,11.0
256,T31B9B,Hermosa y Amplia Casa en Venta ZONA Canal Isuto,Reciclada,Santa Cruz,CANAL ISUTO 4to. Anillo Villa Brigida _ Norte_ Santa Cruz,3.0,3,400.0,2.0,350.0,3.0,320000.0,8.0
257,T95C17,Virgen de Cotoca 4to. Anillo CASA EN VENTA,Buen estado,Santa Cruz,Av. Virgen de Cotoca 4to Anillo_ Este_ Santa Cruz,5.0,3,300.0,2.0,452.0,3.0,370000.0,23.0
258,74AF1,CHALET EN LAS PALMITAS,Buen estado,Santa Cruz,B/LAS PALMITAS_ Sur_ Santa Cruz,3.0,2,300.0,1.0,120.0,1.0,86000.0,
